frame,video_frame,processed_frame,is_occlusion_frame,observation_mode,best_conf_per_frame,switch_conf_per_frame,switch_active_track_missing,active_detection_conf,tau_conf,consecutive_low_conf_frames,consecutive_prediction_only_frames,prediction_only_guard_passed,cooldown_guard_passed,low_conf_candidate_frame,frame_should_use_z_only,z_radar,num_detections,num_tracks,has_active_target,raw_center_x,raw_center_y,smooth_center_x,smooth_center_y,smooth_z,command_pre_hold,command,gt_present,predicted_dark,gt_box_iou,glare_success
61,95,61,0,raw,0.602191,0.602191,0,0.602191,0.35,0,0,1,1,0,0,52.8842,2,0,1,416.5288,498.8319,416.5288,498.8319,16.227,BOX:0:3:1:5,BOX:0:3:1:5,1,1,0.8,1
62,96,62,0,raw,0.588908,0.588908,0,0.588908,0.35,0,0,1,1,0,0,51.7138,2,0,1,415.7069,500.1031,415.7069,500.1031,16.1728,BOX:0:3:1:5,BOX:0:3:1:5,1,1,0.8,1
63,98,63,0,raw,0.609196,0.609196,0,0.396662,0.35,0,0,1,1,0,0,51.5289,2,0,1,791.5419,411.5919,791.5419,411.5919,59.3288,BOX:2:4:2:4,BOX:2:4:2:4,1,1,0.2,0
64,99,64,0,raw,0.580688,0.580688,0,0.428653,0.35,0,0,1,1,0,0,50.4923,2,0,1,791.6083,411.723,791.6083,411.723,59.215,BOX:2:4:2:4,BOX:2:4:2:4,1,1,0.2,0
65,101,65,0,raw,0.57875,0.57875,0,0.322486,0.35,0,0,1,1,0,0,49.687,2,0,1,757.2646,416.4804,757.2646,416.4804,56.8553,BOX:2:4:2:4,BOX:2:4:2:4,1,1,0.0,0
66,102,66,0,raw,0.395555,0.395555,0,0.395555,0.35,0,0,1,1,0,0,48.6557,1,0,1,711.7816,410.9212,711.7816,410.9212,41.042,BOX:1:3:2:4,BOX:1:3:2:4,1,1,0.1538,0
67,104,67,0,raw,0.346644,0.346644,0,0.346644,0.35,0,0,1,1,0,0,48.1588,1,0,1,700.1084,423.6335,700.1084,423.6335,34.0135,BOX:1:3:2:4,BOX:1:3:2:4,1,1,0.5,1
68,106,68,0,raw,0.674141,0.674141,0,0.43491,0.35,0,0,1,1,0,0,47.2915,2,0,1,665.3965,436.153,665.3965,436.153,28.7991,BOX:0:4:1:5,BOX:0:4:1:5,1,1,1.0,1
69,107,69,0,raw,0.437089,0.437089,0,0.437089,0.35,0,0,1,1,0,0,46.3134,2,0,1,611.1219,443.0554,611.1219,443.0554,24.835,BOX:0:4:1:5,BOX:0:4:1:5,1,1,1.0,1
70,109,70,0,raw,0.629753,0.629753,0,0.629753,0.35,0,0,1,1,0,0,45.7913,1,0,1,505.1825,485.1349,505.1825,485.1349,18.9009,BOX:0:4:1:5,BOX:0:4:1:5,1,1,1.0,1
71,110,71,0,raw,0.588481,0.588481,0,0.588481,0.35,0,0,1,1,0,0,45.0102,1,0,1,505.2003,483.9793,505.2003,483.9793,18.9014,BOX:0:4:1:5,BOX:0:4:1:5,1,1,1.0,1
72,112,72,0,raw,,,0,,0.35,0,0,1,1,0,0,43.8956,0,0,0,,,,,,BOX:-1:-1:-1:-1,BOX:-1:-1:-1:-1,1,0,0.0,0
73,113,73,0,raw,,,0,,0.35,0,0,1,1,0,0,43.3626,0,0,0,,,,,,BOX:-1:-1:-1:-1,BOX:-1:-1:-1:-1,1,0,0.0,0
74,115,74,0,raw,,,0,,0.35,0,0,1,1,0,0,42.5463,0,0,0,,,,,,BOX:-1:-1:-1:-1,BOX:-1:-1:-1:-1,1,0,0.0,0
75,116,75,0,raw,,,0,,0.35,0,0,1,1,0,0,41.6672,0,0,0,,,,,,BOX:-1:-1:-1:-1,BOX:-1:-1:-1:-1,1,0,0.0,0
76,118,76,0,raw,,,0,,0.35,0,0,1,1,0,0,41.1277,0,0,0,,,,,,BOX:-1:-1:-1:-1,BOX:-1:-1:-1:-1,1,0,0.0,0
